subject_num,age,gender,trial_num,condition,angle,time,response,expected_answer,correct
1,31,M,1.0,R2_3_3_2_0Y0.pct,0.0,1355.0,[n],[n],1
1,31,M,2.0,R3_4_3_2_90Y150.pct,150.0,2079.0,[n],[n],1
1,31,M,3.0,2_4_4_2_0Y150.pct,150.0,1834.0,[b],[b],1
1,31,M,4.0,3_3_3_2_0Y100.pct,100.0,4780.0,[b],[b],1
1,31,M,5.0,3_3_3_3_90Y50.pct,50.0,1685.0,[b],[b],1
1,31,M,6.0,R2_4_4_2_0Y50.pct,50.0,1237.0,[n],[n],1
1,31,M,7.0,R3_3_3_3_90Y100.pct,100.0,2961.0,[n],[n],1
1,31,M,8.0,2_3_3_2_0Y0.pct,0.0,1275.0,[b],[b],1
1,31,M,9.0,R3_4_3_3_180Y150.pct,150.0,4716.0,[n],[n],1
1,31,M,10.0,2_4_4_2_180Y150.pct,150.0,3794.0,[n],[b],0
1,31,M,11.0,R3_3_4_2_0Y50.pct,50.0,2238.0,[n],[n],1
1,31,M,12.0,R2_3_4_2_90Y0.pct,0.0,1524.0,[n],[n],1
1,31,M,13.0,3_3_3_3_180Y0.pct,0.0,964.0,[b],[b],1
1,31,M,14.0,R3_4_3_3_180Y100.pct,100.0,3770.0,[n],[n],1
1,31,M,15.0,2_4_4_3_90Y100.pct,100.0,2750.0,[b],[b],1
1,31,M,16.0,3_4_3_2_90Y50.pct,50.0,1226.0,[b],[b],1
1,31,M,17.0,R2_4_4_3_90Y100.pct,100.0,1789.0,[n],[n],1
1,31,M,18.0,2_3_3_2_0Y150.pct,150.0,1384.0,[b],[b],1
1,31,M,19.0,R2_3_4_2_90Y50.pct,50.0,2548.0,[n],[n],1
1,31,M,20.0,2_3_4_2_90Y50.pct,50.0,1588.0,[b],[b],1
1,31,M,21.0,R2_4_4_2_180Y100.pct,100.0,2114.0,[n],[n],1
1,31,M,22.0,R2_4_4_2_0Y0.pct,0.0,2158.0,[n],[n],1
1,31,M,23.0,3_4_3_2_90Y0.pct,0.0,1096.0,[b],[b],1
1,31,M,24.0,R3_3_3_2_0Y150.pct,150.0,3829.0,[n],[n],1
1,31,M,25.0,R3_4_4_3_180Y150.pct,150.0,4725.0,[n],[n],1
1,31,M,26.0,R3_4_3_3_180Y50.pct,50.0,3211.0,[n],[n],1
1,31,M,27.0,3_4_3_3_180Y50.pct,50.0,1541.0,[b],[b],1
1,31,M,28.0,3_3_3_3_90Y100.pct,100.0,3219.0,[b],[b],1
1,31,M,29.0,2_4_4_2_180Y0.pct,0.0,1421.0,[b],[b],1
1,31,M,30.0,R3_4_3_2_90Y0.pct,0.0,1308.0,[n],[n],1
1,31,M,31.0,3_3_4_2_0Y150.pct,150.0,3781.0,[b],[b],1
1,31,M,32.0,R3_3_4_2_0Y100.pct,100.0,2665.0,[n],[n],1
1,31,M,33.0,3_3_3_3_180Y50.pct,50.0,1831.0,[n],[b],0
1,31,M,34.0,3_3_4_2_0Y100.pct,100.0,4636.0,[b],[b],1
1,31,M,35.0,3_4_4_3_180Y150.pct,150.0,3149.0,[b],[b],1
1,31,M,36.0,R3_3_3_3_180Y0.pct,0.0,1202.0,[n],[n],1
1,31,M,37.0,3_4_3_3_180Y100.pct,100.0,2735.0,[b],[b],1
1,31,M,38.0,R3_3_3_3_180Y150.pct,150.0,3211.0,[n],[n],1
1,31,M,39.0,3_4_3_3_180Y0.pct,0.0,1406.0,[b],[b],1
1,31,M,40.0,R3_3_3_3_90Y50.pct,50.0,1383.0,[n],[n],1
1,31,M,41.0,2_4_4_3_90Y150.pct,150.0,2668.0,[b],[b],1
1,31,M,42.0,R3_4_3_3_180Y0.pct,0.0,2203.0,[n],[n],1
1,31,M,43.0,3_3_3_3_180Y100.pct,100.0,5983.0,[n],[b],0
1,31,M,44.0,R2_3_4_2_90Y150.pct,150.0,2750.0,[b],[n],0
1,31,M,45.0,R2_3_3_2_0Y50.pct,50.0,2672.0,[n],[n],1
1,31,M,46.0,R2_3_4_2_90Y100.pct,100.0,1975.0,[n],[n],1
1,31,M,47.0,3_4_4_3_180Y0.pct,0.0,1081.0,[b],[b],1
1,31,M,48.0,3_4_4_3_180Y50.pct,50.0,2144.0,[n],[b],0
1,31,M,49.0,R2_4_4_2_0Y100.pct,100.0,2113.0,[n],[n],1
1,31,M,50.0,R2_3_3_2_0Y150.pct,150.0,1967.0,[n],[n],1
1,31,M,51.0,3_3_4_2_0Y0.pct,0.0,917.0,[b],[b],1
1,31,M,52.0,R2_4_4_3_90Y0.pct,0.0,1510.0,[n],[n],1
1,31,M,53.0,3_4_4_3_180Y100.pct,100.0,3031.0,[b],[b],1
1,31,M,54.0,R2_4_4_2_180Y50.pct,50.0,1181.0,[n],[n],1
1,31,M,55.0,3_3_3_2_0Y150.pct,150.0,5975.0,[n],[b],0
1,31,M,56.0,2_4_4_2_0Y50.pct,50.0,1216.0,[b],[b],1
1,31,M,57.0,R2_4_4_2_0Y150.pct,150.0,1487.0,[n],[n],1
1,31,M,58.0,R3_4_3_2_90Y100.pct,100.0,2208.0,[n],[n],1
1,31,M,59.0,2_3_4_2_90Y150.pct,150.0,2007.0,[b],[b],1
1,31,M,60.0,3_4_3_2_90Y100.pct,100.0,1594.0,[n],[b],0
1,31,M,61.0,2_4_4_3_90Y0.pct,0.0,854.0,[b],[b],1
1,31,M,62.0,R2_4_4_2_180Y0.pct,0.0,1791.0,[n],[n],1
1,31,M,63.0,R2_4_4_3_90Y50.pct,50.0,2273.0,[n],[n],1
1,31,M,64.0,2_4_4_3_90Y50.pct,50.0,1992.0,[b],[b],1
1,31,M,65.0,R2_4_4_2_180Y150.pct,150.0,2413.0,[n],[n],1
1,31,M,66.0,3_3_3_3_90Y0.pct,0.0,1423.0,[b],[b],1
1,31,M,67.0,3_3_3_3_180Y150.pct,150.0,3209.0,[b],[b],1
1,31,M,68.0,R3_3_3_3_90Y0.pct,0.0,1435.0,[n],[n],1
1,31,M,69.0,R3_3_3_2_0Y50.pct,50.0,2213.0,[n],[n],1
1,31,M,70.0,2_4_4_2_180Y50.pct,50.0,2598.0,[b],[b],1
1,31,M,71.0,2_4_4_2_0Y100.pct,100.0,2018.0,[b],[b],1
1,31,M,72.0,R3_3_3_2_0Y100.pct,100.0,6237.0,[b],[n],0
1,31,M,73.0,2_3_4_2_90Y100.pct,100.0,2944.0,[b],[b],1
1,31,M,74.0,R3_3_3_3_180Y100.pct,100.0,1448.0,[n],[n],1
1,31,M,75.0,3_3_3_3_90Y150.pct,150.0,3868.0,[b],[b],1
1,31,M,76.0,R3_3_4_2_0Y0.pct,0.0,4086.0,[n],[n],1
1,31,M,77.0,3_3_3_2_0Y0.pct,0.0,1364.0,[b],[b],1
1,31,M,78.0,3_3_3_2_0Y50.pct,50.0,2642.0,[n],[b],0
1,31,M,79.0,R3_3_3_3_180Y50.pct,50.0,2136.0,[n],[n],1
1,31,M,80.0,R3_3_3_3_90Y150.pct,150.0,2775.0,[n],[n],1
1,31,M,81.0,R3_4_4_3_180Y50.pct,50.0,2794.0,[b],[n],0
1,31,M,82.0,2_3_4_2_90Y0.pct,0.0,742.0,[b],[b],1
1,31,M,83.0,R3_3_4_2_0Y150.pct,150.0,2645.0,[n],[n],1
1,31,M,84.0,3_3_4_2_0Y50.pct,50.0,3445.0,[b],[b],1
1,31,M,85.0,2_4_4_2_180Y100.pct,100.0,1756.0,[n],[b],0
1,31,M,86.0,R3_4_4_3_180Y0.pct,0.0,1625.0,[n],[n],1
1,31,M,87.0,3_4_3_3_180Y150.pct,150.0,4461.0,[b],[b],1
1,31,M,88.0,R3_4_4_3_180Y100.pct,100.0,4260.0,[n],[n],1
1,31,M,89.0,R2_3_3_2_0Y100.pct,100.0,2612.0,[n],[n],1
1,31,M,90.0,2_3_3_2_0Y50.pct,50.0,1207.0,[b],[b],1
1,31,M,91.0,2_4_4_2_0Y0.pct,0.0,831.0,[b],[b],1
1,31,M,92.0,3_4_3_2_90Y150.pct,150.0,2740.0,[b],[b],1
1,31,M,93.0,R2_4_4_3_90Y150.pct,150.0,2606.0,[n],[n],1
1,31,M,94.0,R3_4_3_2_90Y50.pct,50.0,1945.0,[n],[n],1
1,31,M,95.0,2_3_3_2_0Y100.pct,100.0,1398.0,[b],[b],1
1,31,M,96.0,R3_3_3_2_0Y0.pct,0.0,2720.0,[n],[n],1
2,25,F,1.0,R2_3_3_2_0Y0.pct,0.0,3644.0,[n],[n],1
2,25,F,2.0,R3_4_3_2_90Y150.pct,150.0,7243.0,[n],[n],1
2,25,F,3.0,2_4_4_2_0Y150.pct,150.0,1846.0,[b],[b],1
2,25,F,4.0,3_3_3_2_0Y100.pct,100.0,1835.0,[b],[b],1
2,25,F,5.0,3_3_3_3_90Y50.pct,50.0,1557.0,[b],[b],1
2,25,F,6.0,R2_4_4_2_0Y50.pct,50.0,1720.0,[n],[n],1
2,25,F,7.0,R3_3_3_3_90Y100.pct,100.0,6427.0,[b],[n],0
2,25,F,8.0,2_3_3_2_0Y0.pct,0.0,1174.0,[b],[b],1
2,25,F,9.0,R3_4_3_3_180Y150.pct,150.0,3911.0,[n],[n],1
2,25,F,10.0,2_4_4_2_180Y150.pct,150.0,3648.0,[b],[b],1
2,25,F,11.0,R3_3_4_2_0Y50.pct,50.0,1491.0,[b],[n],0
2,25,F,12.0,R2_3_4_2_90Y0.pct,0.0,1290.0,[n],[n],1
2,25,F,13.0,3_3_3_3_180Y0.pct,0.0,855.0,[b],[b],1
2,25,F,14.0,R3_4_3_3_180Y100.pct,100.0,3528.0,[n],[n],1
2,25,F,15.0,2_4_4_3_90Y100.pct,100.0,3039.0,[b],[b],1
2,25,F,16.0,3_4_3_2_90Y50.pct,50.0,1711.0,[b],[b],1
2,25,F,19.0,R2_3_4_2_90Y50.pct,50.0,5811.0,[n],[n],1
2,25,F,20.0,2_3_4_2_90Y50.pct,50.0,1193.0,[b],[b],1
2,25,F,21.0,R2_4_4_2_180Y100.pct,100.0,3356.0,[n],[n],1
2,25,F,22.0,R2_4_4_2_0Y0.pct,0.0,1433.0,[n],[n],1
2,25,F,23.0,3_4_3_2_90Y0.pct,0.0,1034.0,[b],[b],1
2,25,F,24.0,R3_3_3_2_0Y150.pct,150.0,1799.0,[b],[n],0
2,25,F,25.0,R3_4_4_3_180Y150.pct,150.0,2462.0,[n],[n],1
2,25,F,26.0,R3_4_3_3_180Y50.pct,50.0,1540.0,[n],[n],1
2,25,F,27.0,3_4_3_3_180Y50.pct,50.0,2262.0,[b],[b],1
2,25,F,28.0,3_3_3_3_90Y100.pct,100.0,2247.0,[b],[b],1
2,25,F,29.0,2_4_4_2_180Y0.pct,0.0,875.0,[b],[b],1
2,25,F,30.0,R3_4_3_2_90Y0.pct,0.0,1232.0,[n],[n],1
2,25,F,31.0,3_3_4_2_0Y150.pct,150.0,2214.0,[b],[b],1
2,25,F,32.0,R3_3_4_2_0Y100.pct,100.0,1982.0,[n],[n],1
2,25,F,33.0,3_3_3_3_180Y50.pct,50.0,2195.0,[b],[b],1
2,25,F,34.0,3_3_4_2_0Y100.pct,100.0,2061.0,[b],[b],1
2,25,F,35.0,3_4_4_3_180Y150.pct,150.0,2911.0,[b],[b],1
2,25,F,36.0,R3_3_3_3_180Y0.pct,0.0,1846.0,[n],[n],1
2,25,F,37.0,3_4_3_3_180Y100.pct,100.0,2382.0,[b],[b],1
2,25,F,38.0,R3_3_3_3_180Y150.pct,150.0,2490.0,[n],[n],1
2,25,F,39.0,3_4_3_3_180Y0.pct,0.0,1752.0,[b],[b],1
2,25,F,40.0,R3_3_3_3_90Y50.pct,50.0,2547.0,[n],[n],1
2,25,F,41.0,2_4_4_3_90Y150.pct,150.0,3371.0,[b],[b],1
2,25,F,42.0,R3_4_3_3_180Y0.pct,0.0,974.0,[n],[n],1
2,25,F,43.0,3_3_3_3_180Y100.pct,100.0,2432.0,[b],[b],1
2,25,F,44.0,R2_3_4_2_90Y150.pct,150.0,2607.0,[n],[n],1
2,25,F,45.0,R2_3_3_2_0Y50.pct,50.0,1318.0,[n],[n],1
2,25,F,46.0,R2_3_4_2_90Y100.pct,100.0,1780.0,[n],[n],1
2,25,F,47.0,3_4_4_3_180Y0.pct,0.0,797.0,[b],[b],1
2,25,F,48.0,3_4_4_3_180Y50.pct,50.0,1354.0,[b],[b],1
2,25,F,49.0,R2_4_4_2_0Y100.pct,100.0,1548.0,[n],[n],1
2,25,F,50.0,R2_3_3_2_0Y150.pct,150.0,2029.0,[n],[n],1
2,25,F,51.0,3_3_4_2_0Y0.pct,0.0,849.0,[b],[b],1
2,25,F,52.0,R2_4_4_3_90Y0.pct,0.0,1199.0,[n],[n],1
2,25,F,53.0,3_4_4_3_180Y100.pct,100.0,2350.0,[b],[b],1
2,25,F,54.0,R2_4_4_2_180Y50.pct,50.0,1248.0,[n],[n],1
2,25,F,55.0,3_3_3_2_0Y150.pct,150.0,2216.0,[b],[b],1
2,25,F,56.0,2_4_4_2_0Y50.pct,50.0,1602.0,[b],[b],1
2,25,F,57.0,R2_4_4_2_0Y150.pct,150.0,1711.0,[n],[n],1
2,25,F,58.0,R3_4_3_2_90Y100.pct,100.0,2365.0,[n],[n],1
2,25,F,59.0,2_3_4_2_90Y150.pct,150.0,1202.0,[b],[b],1
2,25,F,60.0,3_4_3_2_90Y100.pct,100.0,2124.0,[b],[b],1
2,25,F,61.0,2_4_4_3_90Y0.pct,0.0,960.0,[b],[b],1
2,25,F,62.0,R2_4_4_2_180Y0.pct,0.0,919.0,[n],[n],1
2,25,F,63.0,R2_4_4_3_90Y50.pct,50.0,1212.0,[n],[n],1
2,25,F,64.0,2_4_4_3_90Y50.pct,50.0,1421.0,[b],[b],1
2,25,F,65.0,R2_4_4_2_180Y150.pct,150.0,2326.0,[n],[n],1
2,25,F,66.0,3_3_3_3_90Y0.pct,0.0,1229.0,[b],[b],1
2,25,F,67.0,3_3_3_3_180Y150.pct,150.0,2415.0,[b],[b],1
2,25,F,68.0,R3_3_3_3_90Y0.pct,0.0,1164.0,[n],[n],1
2,25,F,69.0,R3_3_3_2_0Y50.pct,50.0,1720.0,[n],[n],1
2,25,F,70.0,2_4_4_2_180Y50.pct,50.0,1098.0,[b],[b],1
2,25,F,71.0,2_4_4_2_0Y100.pct,100.0,1695.0,[b],[b],1
2,25,F,72.0,R3_3_3_2_0Y100.pct,100.0,1937.0,[n],[n],1
2,25,F,73.0,2_3_4_2_90Y100.pct,100.0,1869.0,[b],[b],1
2,25,F,74.0,R3_3_3_3_180Y100.pct,100.0,3374.0,[n],[n],1
2,25,F,75.0,3_3_3_3_90Y150.pct,150.0,2371.0,[b],[b],1
2,25,F,76.0,R3_3_4_2_0Y0.pct,0.0,1177.0,[n],[n],1
2,25,F,77.0,3_3_3_2_0Y0.pct,0.0,807.0,[b],[b],1
2,25,F,78.0,3_3_3_2_0Y50.pct,50.0,823.0,[b],[b],1
2,25,F,79.0,R3_3_3_3_180Y50.pct,50.0,883.0,[n],[n],1
2,25,F,80.0,R3_3_3_3_90Y150.pct,150.0,3303.0,[b],[n],0
2,25,F,81.0,R3_4_4_3_180Y50.pct,50.0,3484.0,[n],[n],1
2,25,F,82.0,2_3_4_2_90Y0.pct,0.0,748.0,[b],[b],1
2,25,F,83.0,R3_3_4_2_0Y150.pct,150.0,2266.0,[n],[n],1
2,25,F,84.0,3_3_4_2_0Y50.pct,50.0,1665.0,[b],[b],1
2,25,F,85.0,2_4_4_2_180Y100.pct,100.0,1856.0,[b],[b],1
2,25,F,86.0,R3_4_4_3_180Y0.pct,0.0,1615.0,[n],[n],1
2,25,F,87.0,3_4_3_3_180Y150.pct,150.0,1811.0,[b],[b],1
2,25,F,88.0,R3_4_4_3_180Y100.pct,100.0,1693.0,[n],[n],1
2,25,F,89.0,R2_3_3_2_0Y100.pct,100.0,2172.0,[n],[n],1
2,25,F,90.0,2_3_3_2_0Y50.pct,50.0,1023.0,[b],[b],1
2,25,F,91.0,2_4_4_2_0Y0.pct,0.0,642.0,[b],[b],1
2,25,F,92.0,3_4_3_2_90Y150.pct,150.0,3224.0,[b],[b],1
2,25,F,93.0,R2_4_4_3_90Y150.pct,150.0,5521.0,[n],[n],1
2,25,F,94.0,R3_4_3_2_90Y50.pct,50.0,1543.0,[n],[n],1
2,25,F,95.0,2_3_3_2_0Y100.pct,100.0,1103.0,[n],[b],0
2,25,F,96.0,R3_3_3_2_0Y0.pct,0.0,1810.0,[n],[n],1
3,22,M,1.0,R2_3_3_2_0Y0.pct,0.0,1394.0,[n],[n],1
3,22,M,2.0,R3_4_3_2_90Y150.pct,150.0,2499.0,[n],[n],1
3,22,M,3.0,2_4_4_2_0Y150.pct,150.0,2026.0,[b],[b],1
3,22,M,4.0,3_3_3_2_0Y100.pct,100.0,3996.0,[b],[b],1
3,22,M,5.0,3_3_3_3_90Y50.pct,50.0,2062.0,[b],[b],1
3,22,M,6.0,R2_4_4_2_0Y50.pct,50.0,1598.0,[n],[n],1
3,22,M,7.0,R3_3_3_3_90Y100.pct,100.0,4838.0,[b],[n],0
3,22,M,8.0,2_3_3_2_0Y0.pct,0.0,1378.0,[b],[b],1
3,22,M,9.0,R3_4_3_3_180Y150.pct,150.0,2814.0,[n],[n],1
3,22,M,10.0,2_4_4_2_180Y150.pct,150.0,2601.0,[b],[b],1
3,22,M,11.0,R3_3_4_2_0Y50.pct,50.0,2099.0,[n],[n],1
3,22,M,12.0,R2_3_4_2_90Y0.pct,0.0,1780.0,[n],[n],1
3,22,M,13.0,3_3_3_3_180Y0.pct,0.0,1102.0,[b],[b],1
3,22,M,14.0,R3_4_3_3_180Y100.pct,100.0,2908.0,[n],[n],1
3,22,M,15.0,2_4_4_3_90Y100.pct,100.0,1730.0,[b],[b],1
3,22,M,16.0,3_4_3_2_90Y50.pct,50.0,2425.0,[b],[b],1
3,22,M,17.0,R2_4_4_3_90Y100.pct,100.0,1987.0,[n],[n],1
3,22,M,18.0,2_3_3_2_0Y150.pct,150.0,2006.0,[b],[b],1
3,22,M,19.0,R2_3_4_2_90Y50.pct,50.0,1513.0,[n],[n],1
3,22,M,20.0,2_3_4_2_90Y50.pct,50.0,1391.0,[b],[b],1
3,22,M,21.0,R2_4_4_2_180Y100.pct,100.0,2161.0,[n],[n],1
3,22,M,22.0,R2_4_4_2_0Y0.pct,0.0,1238.0,[b],[n],0
3,22,M,23.0,3_4_3_2_90Y0.pct,0.0,1085.0,[b],[b],1
3,22,M,24.0,R3_3_3_2_0Y150.pct,150.0,4456.0,[n],[n],1
3,22,M,25.0,R3_4_4_3_180Y150.pct,150.0,4213.0,[n],[n],1
3,22,M,26.0,R3_4_3_3_180Y50.pct,50.0,2338.0,[n],[n],1
3,22,M,27.0,3_4_3_3_180Y50.pct,50.0,2246.0,[b],[b],1
3,22,M,28.0,3_3_3_3_90Y100.pct,100.0,6278.0,[n],[b],0
3,22,M,29.0,2_4_4_2_180Y0.pct,0.0,1172.0,[b],[b],1
3,22,M,30.0,R3_4_3_2_90Y0.pct,0.0,2101.0,[n],[n],1
3,22,M,31.0,3_3_4_2_0Y150.pct,150.0,4120.0,[b],[b],1
3,22,M,32.0,R3_3_4_2_0Y100.pct,100.0,4239.0,[n],[n],1
3,22,M,33.0,3_3_3_3_180Y50.pct,50.0,1374.0,[b],[b],1
3,22,M,34.0,3_3_4_2_0Y100.pct,100.0,3811.0,[n],[b],0
3,22,M,36.0,R3_3_3_3_180Y0.pct,0.0,61.0,[b],[n],0
3,22,M,37.0,3_4_3_3_180Y100.pct,100.0,3664.0,[n],[b],0
3,22,M,38.0,R3_3_3_3_180Y150.pct,150.0,1987.0,[n],[n],1
3,22,M,39.0,3_4_3_3_180Y0.pct,0.0,1114.0,[b],[b],1
3,22,M,40.0,R3_3_3_3_90Y50.pct,50.0,3161.0,[n],[n],1
3,22,M,41.0,2_4_4_3_90Y150.pct,150.0,2274.0,[b],[b],1
3,22,M,42.0,R3_4_3_3_180Y0.pct,0.0,1415.0,[n],[n],1
3,22,M,43.0,3_3_3_3_180Y100.pct,100.0,3012.0,[b],[b],1
3,22,M,44.0,R2_3_4_2_90Y150.pct,150.0,1653.0,[n],[n],1
3,22,M,45.0,R2_3_3_2_0Y50.pct,50.0,1776.0,[n],[n],1
3,22,M,46.0,R2_3_4_2_90Y100.pct,100.0,2653.0,[b],[n],0
3,22,M,47.0,3_4_4_3_180Y0.pct,0.0,1273.0,[b],[b],1
3,22,M,48.0,3_4_4_3_180Y50.pct,50.0,1668.0,[b],[b],1
3,22,M,49.0,R2_4_4_2_0Y100.pct,100.0,1404.0,[n],[n],1
3,22,M,50.0,R2_3_3_2_0Y150.pct,150.0,2425.0,[n],[n],1
3,22,M,51.0,3_3_4_2_0Y0.pct,0.0,1192.0,[b],[b],1
3,22,M,52.0,R2_4_4_3_90Y0.pct,0.0,2017.0,[n],[n],1
3,22,M,53.0,3_4_4_3_180Y100.pct,100.0,3413.0,[b],[b],1
3,22,M,54.0,R2_4_4_2_180Y50.pct,50.0,1507.0,[n],[n],1
3,22,M,55.0,3_3_3_2_0Y150.pct,150.0,2686.0,[n],[b],0
3,22,M,56.0,2_4_4_2_0Y50.pct,50.0,1133.0,[b],[b],1
3,22,M,57.0,R2_4_4_2_0Y150.pct,150.0,1635.0,[n],[n],1
3,22,M,58.0,R3_4_3_2_90Y100.pct,100.0,2908.0,[n],[n],1
3,22,M,59.0,2_3_4_2_90Y150.pct,150.0,1802.0,[b],[b],1
3,22,M,60.0,3_4_3_2_90Y100.pct,100.0,3373.0,[b],[b],1
3,22,M,61.0,2_4_4_3_90Y0.pct,0.0,894.0,[b],[b],1
3,22,M,62.0,R2_4_4_2_180Y0.pct,0.0,2735.0,[n],[n],1
3,22,M,63.0,R2_4_4_3_90Y50.pct,50.0,1724.0,[n],[n],1
3,22,M,64.0,2_4_4_3_90Y50.pct,50.0,1216.0,[b],[b],1
3,22,M,65.0,R2_4_4_2_180Y150.pct,150.0,2052.0,[n],[n],1
3,22,M,66.0,3_3_3_3_90Y0.pct,0.0,1781.0,[b],[b],1
3,22,M,67.0,3_3_3_3_180Y150.pct,150.0,3215.0,[n],[b],0
3,22,M,68.0,R3_3_3_3_90Y0.pct,0.0,3247.0,[n],[n],1
3,22,M,69.0,R3_3_3_2_0Y50.pct,50.0,1997.0,[n],[n],1
3,22,M,70.0,2_4_4_2_180Y50.pct,50.0,1325.0,[b],[b],1
3,22,M,71.0,2_4_4_2_0Y100.pct,100.0,1394.0,[b],[b],1
3,22,M,72.0,R3_3_3_2_0Y100.pct,100.0,2970.0,[n],[n],1
3,22,M,73.0,2_3_4_2_90Y100.pct,100.0,1604.0,[b],[b],1
3,22,M,74.0,R3_3_3_3_180Y100.pct,100.0,2364.0,[n],[n],1
3,22,M,75.0,3_3_3_3_90Y150.pct,150.0,3273.0,[b],[b],1
3,22,M,76.0,R3_3_4_2_0Y0.pct,0.0,2243.0,[n],[n],1
3,22,M,77.0,3_3_3_2_0Y0.pct,0.0,1283.0,[b],[b],1
3,22,M,78.0,3_3_3_2_0Y50.pct,50.0,2769.0,[b],[b],1
3,22,M,79.0,R3_3_3_3_180Y50.pct,50.0,2052.0,[n],[n],1
3,22,M,80.0,R3_3_3_3_90Y150.pct,150.0,2670.0,[b],[n],0
3,22,M,81.0,R3_4_4_3_180Y50.pct,50.0,1598.0,[n],[n],1
3,22,M,82.0,2_3_4_2_90Y0.pct,0.0,985.0,[b],[b],1
3,22,M,83.0,R3_3_4_2_0Y150.pct,150.0,2374.0,[n],[n],1
3,22,M,84.0,3_3_4_2_0Y50.pct,50.0,2597.0,[b],[b],1
3,22,M,85.0,2_4_4_2_180Y100.pct,100.0,2977.0,[b],[b],1
3,22,M,86.0,R3_4_4_3_180Y0.pct,0.0,2644.0,[n],[n],1
3,22,M,87.0,3_4_3_3_180Y150.pct,150.0,1845.0,[b],[b],1
3,22,M,88.0,R3_4_4_3_180Y100.pct,100.0,2583.0,[n],[n],1
3,22,M,89.0,R2_3_3_2_0Y100.pct,100.0,1915.0,[n],[n],1
3,22,M,90.0,2_3_3_2_0Y50.pct,50.0,1175.0,[b],[b],1
3,22,M,91.0,2_4_4_2_0Y0.pct,0.0,918.0,[b],[b],1
3,22,M,92.0,3_4_3_2_90Y150.pct,150.0,2730.0,[n],[b],0
3,22,M,93.0,R2_4_4_3_90Y150.pct,150.0,2196.0,[n],[n],1
3,22,M,94.0,R3_4_3_2_90Y50.pct,50.0,1953.0,[n],[n],1
3,22,M,95.0,2_3_3_2_0Y100.pct,100.0,1336.0,[b],[b],1
3,22,M,96.0,R3_3_3_2_0Y0.pct,0.0,3396.0,[n],[n],1
4,21,F,1.0,R2_3_3_2_0Y0.pct,0.0,1985.0,[n],[n],1
4,21,F,2.0,R3_4_3_2_90Y150.pct,150.0,6425.0,[n],[n],1
4,21,F,3.0,2_4_4_2_0Y150.pct,150.0,1810.0,[b],[b],1
4,21,F,4.0,3_3_3_2_0Y100.pct,100.0,2543.0,[b],[b],1
4,21,F,5.0,3_3_3_3_90Y50.pct,50.0,2553.0,[b],[b],1
4,21,F,6.0,R2_4_4_2_0Y50.pct,50.0,1812.0,[b],[n],0
4,21,F,7.0,R3_3_3_3_90Y100.pct,100.0,2824.0,[n],[n],1
4,21,F,8.0,2_3_3_2_0Y0.pct,0.0,1064.0,[b],[b],1
4,21,F,9.0,R3_4_3_3_180Y150.pct,150.0,4954.0,[n],[n],1
4,21,F,10.0,2_4_4_2_180Y150.pct,150.0,2043.0,[b],[b],1
4,21,F,11.0,R3_3_4_2_0Y50.pct,50.0,2637.0,[n],[n],1
4,21,F,12.0,R2_3_4_2_90Y0.pct,0.0,1293.0,[n],[n],1
4,21,F,13.0,3_3_3_3_180Y0.pct,0.0,1030.0,[b],[b],1
4,21,F,14.0,R3_4_3_3_180Y100.pct,100.0,2937.0,[n],[n],1
4,21,F,15.0,2_4_4_3_90Y100.pct,100.0,1402.0,[b],[b],1
4,21,F,16.0,3_4_3_2_90Y50.pct,50.0,3012.0,[b],[b],1
4,21,F,17.0,R2_4_4_3_90Y100.pct,100.0,1971.0,[n],[n],1
4,21,F,18.0,2_3_3_2_0Y150.pct,150.0,1743.0,[b],[b],1
4,21,F,19.0,R2_3_4_2_90Y50.pct,50.0,1332.0,[n],[n],1
4,21,F,20.0,2_3_4_2_90Y50.pct,50.0,1003.0,[b],[b],1
4,21,F,21.0,R2_4_4_2_180Y100.pct,100.0,1971.0,[n],[n],1
4,21,F,22.0,R2_4_4_2_0Y0.pct,0.0,1702.0,[n],[n],1
4,21,F,23.0,3_4_3_2_90Y0.pct,0.0,1347.0,[b],[b],1
4,21,F,24.0,R3_3_3_2_0Y150.pct,150.0,2973.0,[n],[n],1
4,21,F,25.0,R3_4_4_3_180Y150.pct,150.0,3518.0,[b],[n],0
4,21,F,26.0,R3_4_3_3_180Y50.pct,50.0,1640.0,[n],[n],1
4,21,F,27.0,3_4_3_3_180Y50.pct,50.0,3254.0,[b],[b],1
4,21,F,28.0,3_3_3_3_90Y100.pct,100.0,2284.0,[n],[b],0
4,21,F,29.0,2_4_4_2_180Y0.pct,0.0,1205.0,[b],[b],1
4,21,F,30.0,R3_4_3_2_90Y0.pct,0.0,2502.0,[n],[n],1
4,21,F,31.0,3_3_4_2_0Y150.pct,150.0,2094.0,[b],[b],1
4,21,F,32.0,R3_3_4_2_0Y100.pct,100.0,2852.0,[n],[n],1
4,21,F,33.0,3_3_3_3_180Y50.pct,50.0,1751.0,[b],[b],1
4,21,F,34.0,3_3_4_2_0Y100.pct,100.0,2402.0,[b],[b],1
4,21,F,35.0,3_4_4_3_180Y150.pct,150.0,2576.0,[b],[b],1
4,21,F,36.0,R3_3_3_3_180Y0.pct,0.0,2254.0,[n],[n],1
